_id,precio_venta,area,habitaciones,banos,administracion,parqueaderos,sector,estrato,antiguedad,estado,precio_arriendo,vigilancia,localidad,is_cerca_estacion_tm,is_cerca_parque
66d86d4fceda690e8550e519,1100000000.0,98.0,2,3,,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,6700000.0,1,CHAPINERO,1,1
66d86d50ceda690e8550e52a,940000000.0,118.0,3,2,800000,2,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,USADO,5500000.0,0,USAQUEN,0,0
66d86d50ceda690e8550e532,865000000.0,104.0,2,2,585000,2,CHICO,6,REMODELADO,USADO,4800000.0,0,CHAPINERO,0,1
66d86d52ceda690e8550e5c1,2000000000.0,165.0,2,3,1150000,3,SANTA BARBARA,6,REMODELADO,USADO,8000000.0,0,USAQUEN,0,0
66d86d54ceda690e8550e63a,2950000000.0,435.0,4,4,,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,12000000.0,0,CHAPINERO,0,1
66d86d54ceda690e8550e65d,1590000000.0,186.0,4,3,900000,2,CHICO,6,REMODELADO,USADO,7900000.0,0,CHAPINERO,0,1
66d86d6bceda690e8550ec4e,730000000.0,107.0,3,2,,2,NIZA ALHAMBRA,5,ENTRE 10 Y 20 ANOS,USADO,2800000.0,1,SUBA,1,0
66d86d6cceda690e8550ec9e,1450000000000.0,148.0,3,4,1449000,2,CHICO,5,ENTRE 5 Y 10 ANOS,USADO,6000000.0,0,CHAPINERO,1,1
66d86d6eceda690e8550ed1e,4000000000.0,400.0,4,4,3000000,3,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,18000000.0,1,CHAPINERO,0,0
66d86d70ceda690e8550ed7d,2200000000.0,330.0,2,4,2400000,2,CHAPINERO ALTO,6,ENTRE 10 Y 20 ANOS,USADO,12000000.0,1,CHAPINERO,0,0
66d86d78ceda690e8550ef71,980000000.0,85.0,2,2,700000,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,5300000.0,1,CHAPINERO,0,1
66d86d78ceda690e8550ef95,188000000.0,57.25,3,2,,0,ENGATIVA,3,ENTRE 5 Y 10 ANOS,USADO,1000000.0,1,ENGATIVA,0,0
66d86d79ceda690e8550efb0,440000000.0,50.0,1,1,460000,1,NIZA ALHAMBRA,5,ENTRE 0 Y 5 ANOS,USADO,1850000.0,1,SUBA,1,0
66d86d7aceda690e8550f006,660000000.0,80.0,1,2,962000,2,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,2638000.0,1,USAQUEN,0,0
66d86d7bceda690e8550f04b,910000000.0,135.0,3,3,1240000,2,SANTA BARBARA,5,ENTRE 10 Y 20 ANOS,USADO,3900000.0,0,USAQUEN,0,0
66d86d7cceda690e8550f07c,900000000.0,150.0,2,3,946700,2,COUNTRY,5,ENTRE 10 Y 20 ANOS,USADO,3500000.0,0,USAQUEN,0,0
66d86d7dceda690e8550f0b1,3800000000.0,220.0,3,3,,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,18000000.0,0,CHAPINERO,0,1
66d86d81ceda690e8550f1b7,420000000.0,65.38,3,2,336980,1,CENTRO Y ZONA COLONIAL,3,ENTRE 0 Y 5 ANOS,USADO,2000000.0,0,PUENTE ARANDA,0,0
66d86d81ceda690e8550f1ba,520000000.0,63.0,1,2,580000,1,CHICO,6,MAS DE 20 ANOS,USADO,2600000.0,1,CHAPINERO,0,1
66d86d82ceda690e8550f1da,450000000.0,90.0,3,3,330000,1,CEDRITOS,5,ENTRE 5 Y 10 ANOS,USADO,2100000.0,0,USAQUEN,0,0
66d86d82ceda690e8550f1ef,200000000.0,58.0,3,2,,0,,3,MAS DE 20 ANOS,USADO,1100000.0,0,SUBA,0,0
66d86d8cceda690e8550f45d,4200000.0,48.0,1,1,220000,1,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,3900000.0,0,CHAPINERO,0,0
66d86d8fceda690e8550f505,900000000.0,150.0,3,4,,2,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,4850000.0,0,USAQUEN,0,0
66d86d90ceda690e8550f53c,630000000.0,125.0,3,3,850000,2,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,2950000.0,0,USAQUEN,0,0
66d86d91ceda690e8550f55e,2800000.0,46.0,1,1,,1,SANTA BARBARA,5,REMODELADO,USADO,3200000.0,1,USAQUEN,1,0
66d86d91ceda690e8550f562,8000000.0,487.0,4,5,1750000,4,CERROS DE SUBA,6,MAS DE 20 ANOS,USADO,9009000.0,1,SUBA,1,0
66d86d91ceda690e8550f56a,19500000.0,457.0,4,5,2000000,3,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,20000000.0,1,USAQUEN,0,0
66d86d91ceda690e8550f570,9500000.0,204.77,3,4,1413000,3,ALTOS DE SUBA Y CERROS DE SAN JORGE,6,ENTRE 5 Y 10 ANOS,USADO,8500000.0,1,SUBA,0,1
66d86d91ceda690e8550f572,6500000.0,98.0,2,2,,2,COUNTRY,6,MAS DE 20 ANOS,USADO,5500000.0,1,USAQUEN,0,1
66d86d91ceda690e8550f591,3458000.0,87.0,2,2,722000,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,4157000.0,1,CHAPINERO,1,0
66d86d92ceda690e8550f59a,3545000.0,89.0,2,2,758000,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,4480000.0,1,CHAPINERO,1,0
66d86d92ceda690e8550f59c,3722000.0,89.0,2,2,758000,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,4480000.0,1,CHAPINERO,1,0
66d86d92ceda690e8550f59e,3545000.0,89.0,2,2,758000,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,4480000.0,1,CHAPINERO,1,0
66d86d92ceda690e8550f59f,3631000.0,87.0,2,2,722000,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,4157000.0,1,CHAPINERO,1,0
66d86d92ceda690e8550f5a0,3722000.0,89.0,2,2,758000,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,4480000.0,1,CHAPINERO,1,0
66d86d94ceda690e8550f644,560000000.0,119.8,3,2,700000,1,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,2200000.0,1,USAQUEN,0,0
66d86d95ceda690e8550f671,2400000000.0,400.0,5,5,1170000,4,SANTA BARBARA,6,ENTRE 0 Y 5 ANOS,USADO,13500000.0,1,USAQUEN,0,0
66d86d96ceda690e8550f6ae,450000000.0,60.32,1,2,465000,1,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,USADO,3300000.0,0,USAQUEN,0,0
66d86d97ceda690e8550f6f8,599000000.0,96.0,3,3,,2,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,3800000.0,1,USAQUEN,1,0
66d86da6ceda690e8550fa54,1800000000.0,236.0,3,5,1561000,2,CHICO,6,MAS DE 20 ANOS,USADO,9561000.0,0,CHAPINERO,0,1
66d86daeceda690e8550fc17,185000000.0,47.0,2,1,150000,0,CIUDAD BOLIVAR,2,ENTRE 0 Y 5 ANOS,USADO,1050000.0,0,CIUDAD BOLIVAR,1,0
66d86db0ceda690e8550fc9e,2100000000.0,372.0,3,5,1615000,3,CHICO,6,MAS DE 20 ANOS,USADO,2100000000.0,0,CHAPINERO,0,0
66d86db4ceda690e8550fd79,3500000000.0,330.0,4,5,2560000,3,SANTA BARBARA,6,ENTRE 10 Y 20 ANOS,USADO,15500000.0,1,USAQUEN,0,0
66d86dbaceda690e8550febc,191500000.0,45.0,2,1,,0,ORQUIDEAS,2,ENTRE 10 Y 20 ANOS,USADO,1300000.0,0,USAQUEN,0,0
66d86dc2ceda690e8551008e,750000000.0,120.0,3,3,841000,2,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,USADO,5900000.0,0,USAQUEN,0,0
66d86dcaceda690e85510241,652000000.0,82.0,2,2,593000,2,CHICO,5,ENTRE 10 Y 20 ANOS,USADO,3900000.0,0,CHAPINERO,1,1
66d86dcbceda690e8551026b,160000000.0,43.0,2,1,96400,0,ALTOS DE SUBA Y CERROS DE SAN JORGE,2,ENTRE 5 Y 10 ANOS,USADO,740000.0,0,SUBA,0,1
66d86dceceda690e85510308,642000000.0,120.0,3,3,430000,2,COUNTRY,5,ENTRE 10 Y 20 ANOS,USADO,2300000.0,1,USAQUEN,1,0
66d86dd5ceda690e85510484,750000000.0,87.0,2,2,700000,2,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,3700000.0,0,CHAPINERO,0,0
66d86dd7ceda690e855104ff,5900000.0,122.0,2,2,1117000,2,CHICO,6,MAS DE 20 ANOS,USADO,5900000.0,0,CHAPINERO,0,0
66d86dd9ceda690e8551054a,950000000.0,112.0,3,3,1179000,2,SANTA BARBARA,5,ENTRE 10 Y 20 ANOS,USADO,5020000.0,0,USAQUEN,0,0
66d86ddcceda690e855105fc,430000000.0,72.0,3,2,440000,1,ENGATIVA,4,ENTRE 5 Y 10 ANOS,USADO,2200000.0,0,ENGATIVA,0,0
66d86decceda690e85510938,700000000.0,100.0,2,2,700000,2,CHICO,5,ENTRE 5 Y 10 ANOS,USADO,4000000.0,1,CHAPINERO,0,0
66d86decceda690e8551093b,1770000000.0,270.0,3,5,1285000,2,CERROS DE SUBA,6,ENTRE 10 Y 20 ANOS,USADO,6500000.0,1,SUBA,0,0
66d86decceda690e8551093f,1200000000.0,170.0,3,3,624676,2,CHICO,5,ENTRE 0 Y 5 ANOS,USADO,6500000.0,1,CHAPINERO,1,1
66d86decceda690e85510945,1200000000.0,143.0,4,4,1100000,2,SANTA BARBARA,6,ENTRE 0 Y 5 ANOS,USADO,6800000.0,1,USAQUEN,0,0
66d86decceda690e8551094d,1600000000.0,300.0,4,5,750000,3,COUNTRY,5,ENTRE 10 Y 20 ANOS,USADO,6000000.0,1,USAQUEN,1,0
66d86defceda690e855109d1,1290000000.0,118.6,3,3,700000,2,SALITRE MODELIA,5,ENTRE 10 Y 20 ANOS,USADO,6000000.0,0,TEUSAQUILLO,0,0
66d86dfcceda690e85510c7f,300000000.0,25.0,1,1,,0,LA SOLEDAD,3,MAS DE 20 ANOS,USADO,1100000.0,0,TEUSAQUILLO,1,0
66d86dfdceda690e85510cc9,1800000.0,62.0,3,2,,1,,4,MAS DE 20 ANOS,USADO,1800000.0,0,SUBA,0,0
66d86e2bceda690e85511565,299000000.0,76.0,3,2,313600,1,ORQUIDEAS,3,REMODELADO,USADO,1400000.0,1,USAQUEN,0,1
66d86e35ceda690e85511757,1700000000.0,157.0,3,3,,2,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,7990000.0,1,CHAPINERO,0,1
66d86e35ceda690e8551176a,190000000.0,51.33,3,1,69000,0,KENNEDY,3,MAS DE 20 ANOS,USADO,950000.0,0,KENNEDY,0,0
66d86e36ceda690e8551177e,280000000.0,75.0,3,2,,1,ENGATIVA,3,ENTRE 10 Y 20 ANOS,USADO,2000000.0,0,ENGATIVA,1,1
66d86e3bceda690e8551186d,165000000.0,43.14,2,1,,0,TIMIZA LA ALQUERIA,2,ENTRE 5 Y 10 ANOS,USADO,850000.0,1,BOSA,0,1
66d86e47ceda690e85511ac3,1600000000.0,185.0,3,4,,2,CHICO,6,MAS DE 20 ANOS,USADO,8000000.0,0,CHAPINERO,0,1
66d86e4eceda690e85511bf4,660000000.0,103.0,2,3,910000,2,CHICO,6,MAS DE 20 ANOS,USADO,4000000.0,1,CHAPINERO,1,1
66d86e5fceda690e85511f03,425000000.0,56.0,1,2,350000,1,SANTA BARBARA,5,ENTRE 5 Y 10 ANOS,USADO,1900000.0,1,USAQUEN,0,0
66d86e67ceda690e85512074,280000000.0,26.0,1,1,250000,0,CHAPINERO ALTO,4,ENTRE 0 Y 5 ANOS,USADO,1570000.0,1,CHAPINERO,1,0
66d86e69ceda690e855120da,360000000.0,96.0,4,2,334000,1,ALTOS DE SUBA Y CERROS DE SAN JORGE,4,ENTRE 10 Y 20 ANOS,USADO,3000000.0,1,SUBA,0,0
66d86e6cceda690e8551214c,2300000000.0,217.0,3,4,1500000,3,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,15000000.0,0,CHAPINERO,0,1
66d86e6cceda690e8551216d,495000000.0,53.17,1,2,250000,1,CENTRO INTERNACIONAL,4,ENTRE 0 Y 5 ANOS,USADO,2200000.0,0,SANTA FE,1,0
66d86e6cceda690e85512170,1790000000.0,231.0,4,4,1850000,3,CEDRITOS,6,REMODELADO,USADO,6300000.0,1,USAQUEN,0,0
66d86e6eceda690e8551219f,210000000.0,50.76,2,2,,0,ALTOS DE SUBA Y CERROS DE SAN JORGE,3,ENTRE 10 Y 20 ANOS,USADO,1150000.0,1,SUBA,0,1
66d86e7aceda690e855123d7,950000000.0,154.0,3,3,850000,2,COUNTRY,6,MAS DE 20 ANOS,USADO,6500000.0,0,USAQUEN,0,1
66d86e7bceda690e855123e8,130000000.0,39.0,2,1,,0,KENNEDY,2,REMODELADO,USADO,780000.0,1,KENNEDY,0,0
66d86e8bceda690e855126b9,3000000.0,76.0,3,2,375000,1,,4,ENTRE 10 Y 20 ANOS,USADO,3000000.0,0,FONTIBON,0,0
66d86e94ceda690e85512832,2000000000.0,204.0,3,5,1350000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,9000000.0,0,CHAPINERO,0,0
66d86ea5ceda690e85512b2a,1790000000.0,88.99,4,5,1850000,3,CEDRITOS,6,MAS DE 20 ANOS,USADO,5000000.0,1,USAQUEN,0,0
66d86ea8ceda690e85512b8d,1500000000.0,220.0,3,4,2300000,2,CHICO,6,MAS DE 20 ANOS,USADO,7600000.0,0,CHAPINERO,0,0
66d86ea9ceda690e85512bce,1250000000.0,306.0,3,3,650000,2,CERROS DE SUBA,6,MAS DE 20 ANOS,USADO,6100000.0,0,SUBA,0,1
66d86eaaceda690e85512be8,350000000.0,49.0,2,2,353000,1,SALITRE MODELIA,4,MAS DE 20 ANOS,USADO,1800000.0,0,FONTIBON,0,1
66d86eafceda690e85512cd6,1515000000.0,134.85,3,4,1080000,3,SANTA BARBARA,5,ENTRE 0 Y 5 ANOS,USADO,9000000.0,0,USAQUEN,0,0
66d86eb0ceda690e85512ce7,750000000.0,88.0,3,2,389200,2,SALITRE MODELIA,4,ENTRE 0 Y 5 ANOS,USADO,2600000.0,0,PUENTE ARANDA,0,0
66d86eb8ceda690e85512e40,979000000.0,120.0,3,3,530000,2,SALITRE MODELIA,5,ENTRE 10 Y 20 ANOS,USADO,3000000.0,1,TEUSAQUILLO,1,0
66d86ebcceda690e85512edd,1500000000.0,178.0,3,3,,2,CERROS DE SUBA,6,ENTRE 10 Y 20 ANOS,USADO,4500000.0,0,SUBA,0,1
66d86ebcceda690e85512ede,1490000000.0,180.0,3,3,940,3,CHICO,6,MAS DE 20 ANOS,USADO,8250000.0,1,CHAPINERO,0,0
